CG7415	DppIII	FBgn0037580	Drosophila melanogaster
CG7439	AGO2	FBgn0087035	Drosophila melanogaster
CG7523	CG7523	FBgn0038533	Drosophila melanogaster
CG7635	Mec2	FBgn0030993	Drosophila melanogaster
CG7762	Rpn1	FBgn0028695	Drosophila melanogaster
CG7765	Khc	FBgn0001308	Drosophila melanogaster
CG7935	msk	FBgn0026252	Drosophila melanogaster
CG7961	alphaCOP	FBgn0025725	Drosophila melanogaster
CG7977	RpL23A	FBgn0026372	Drosophila melanogaster
CG8014	Rme-8	FBgn0015477	Drosophila melanogaster
CG8036	CG8036	FBgn0037607	Drosophila melanogaster
CG8186	Vha36-1	FBgn0022097	Drosophila melanogaster
CG8201	par-1	FBgn0260934	Drosophila melanogaster
CG8231	CCT6	FBgn0027329	Drosophila melanogaster
CG8251	Pgi	FBgn0003074	Drosophila melanogaster
CG8258	CCT8	FBgn0284436	Drosophila melanogaster
CG8261	Ggamma1	FBgn0004921	Drosophila melanogaster
CG8351	CCT7	FBgn0037632	Drosophila melanogaster
CG8392	Prosbeta1	FBgn0010590	Drosophila melanogaster
CG8430	Got1	FBgn0001124	Drosophila melanogaster
CG8582	Sh3beta	FBgn0035772	Drosophila melanogaster
CG8615	RpL18	FBgn0035753	Drosophila melanogaster
CG8649	Fim	FBgn0024238	Drosophila melanogaster
CG8705	pnut	FBgn0013726	Drosophila melanogaster
CG8882	eIF3i	FBgn0015834	Drosophila melanogaster
CG8900	RpS18	FBgn0010411	Drosophila melanogaster
CG8905	Sod2	FBgn0010213	Drosophila melanogaster
CG8977	CCT3	FBgn0015019	Drosophila melanogaster
CG9012	Chc	FBgn0000319	Drosophila melanogaster
CG9100	Rab30	FBgn0031882	Drosophila melanogaster
CG9149	CG9149	FBgn0035203	Drosophila melanogaster
CG9327	Prosalpha3	FBgn0261394	Drosophila melanogaster
CG9391	CG9391	FBgn0037063	Drosophila melanogaster
CG9474	Snap24	FBgn0266720	Drosophila melanogaster
CG9712	TSG101	FBgn0036666	Drosophila melanogaster
CG9765	tacc	FBgn0026620	Drosophila melanogaster
CG9779	Vps24	FBgn0037231	Drosophila melanogaster
CG9953	CG9953	FBgn0035726	Drosophila melanogaster
CG9968	AnxB11	FBgn0030749	Drosophila melanogaster
CG31075 CG31075  FBgn0051075 Drosophila melanogaster
CG5174  CG5174  FBgn0034345 Drosophila melanogaster
